CVA-R2,CVA-Time,MKCVA-R2,MKCVA-Time,LSTM-R2,LSTM-Time
0.8750856962051546,0.015658140182495117,0.9172001576623275,0.3600172996520996,0.9234724923439868,4.6249306201934814
0.8730446474127899,0.015622138977050781,0.9251212945482913,0.3691990375518799,0.9239732200236043,1.015887975692749
0.8561687766822312,0.015622138977050781,0.9152295060083242,0.3762345314025879,0.9402791555983856,1.0155613422393799
0.878831847757137,0.015621662139892578,0.9307485267311663,0.3695213794708252,0.9483570970572451,1.0158169269561768
0.8766457471660382,0.015620708465576172,0.9229346718619179,0.3766946792602539,0.931888792423288,1.0194306373596191
0.827576566056775,0.015620946884155273,0.896609428601511,0.3762218952178955,0.8779485856100054,0.9997656345367432
0.8161511835530463,0.015618324279785156,0.8844262070718939,0.3688485622406006,0.882941117905887,1.0158414840698242
0.8684066232614219,0.015621185302734375,0.9144789667565757,0.3682389259338379,0.9449882602014762,1.0154762268066406
0.8010573509132802,0.015593528747558594,0.8831422259551868,0.35646986961364746,0.8955477781475971,1.032271146774292
0.879464171315662,0.015584468841552734,0.9233366141430489,0.3816962242126465,0.9398422647653315,1.0336213111877441
0.873180762175663,0.03124213218688965,0.9132255260967964,0.3564126491546631,0.921861543721061,1.0122716426849365
0.8879875237399523,0.015621423721313477,0.9326032167485341,0.36800527572631836,0.943288821308344,1.0156595706939697
0.852653166815475,0.015623331069946289,0.9084380838885792,0.39046430587768555,0.9306752706490533,1.1419110298156738
0.8413789345527968,0.03124237060546875,0.9181156560552236,0.3596346378326416,0.9209628114741367,1.0316104888916016
0.8873914457327516,0.015622138977050781,0.9203252966855676,0.3542442321777344,0.9268892091087361,1.0470404624938965
0.8620540660821606,0.015619039535522461,0.9148318422060452,0.3622004985809326,0.9191415524209123,1.0310595035552979
0.8445257964653609,0.015620231628417969,0.894793760358152,0.3777313232421875,0.8914607539991878,1.0194385051727295
0.8381174139379078,0.015623092651367188,0.9089976169796641,0.35767173767089844,0.9189758163469794,1.01589035987854
0.8754122362170756,0.015619993209838867,0.921806829907513,0.3624701499938965,0.9400269699472968,1.0158848762512207
0.8676734343659646,0.015619039535522461,0.9159539779057995,0.41080498695373535,0.9298337787938565,1.0317628383636475
0.8289424445903641,0.01564621925354004,0.8917774733519725,0.37465453147888184,0.8976188446456149,1.0153863430023193
0.8290711725531447,0.015586614608764648,0.9062050248054251,0.36547160148620605,0.8813335252138031,1.031510829925537
0.8713544450448886,0.015618085861206055,0.9234340343927953,0.37087035179138184,0.9269213888254714,1.0002572536468506
0.8746440569921391,0.015620946884155273,0.9214287436303513,0.3732736110687256,0.9319798468816978,1.0158534049987793
0.8762878131555238,0.015657901763916016,0.9218204474836301,0.3663918972015381,0.9224962739816212,1.0314967632293701
0.8742515697272202,0.015956640243530273,0.9151373243516878,0.3908884525299072,0.9255951823741694,1.0330095291137695
0.8750778649311064,0.015618085861206055,0.930227296649733,0.3501400947570801,0.925546823384891,1.0153858661651611
0.8487026633301623,0.015621423721313477,0.9074874578277133,0.36005353927612305,0.9156411116589055,0.9997835159301758
0.8510168717056338,0.015585899353027344,0.9106603399001839,0.36725735664367676,0.9083831365480917,1.0153963565826416
0.8197118256833601,0.01562190055847168,0.88945182376875,0.3455336093902588,0.8989156869344385,1.0314946174621582
0.8357684180889532,0.015654802322387695,0.8884553275589817,0.3636183738708496,0.8801642769047939,1.0153875350952148
0.848077290205497,0.015655994415283203,0.9059475076540258,0.3701777458190918,0.9145750936970881,1.1411893367767334
0.881359149372768,0.01562047004699707,0.9275292357442947,0.35621023178100586,0.9395832443472192,1.0154979228973389
0.885743220181106,0.01558685302734375,0.9275074368127741,0.3591887950897217,0.9168667580731672,1.0313291549682617
0.8524265478196035,0.01561594009399414,0.918335256623565,0.3609466552734375,0.9070799465126679,1.016298770904541
0.8744376602455685,0.015621423721313477,0.9208565843039128,0.36843419075012207,0.9348607751703625,1.0154762268066406
0.8917643656880166,0.015623092651367188,0.9294309121240169,0.36632513999938965,0.9470149488026417,1.1025030612945557
0.8592316986352717,0.015585660934448242,0.9061377376016037,0.39524173736572266,0.9159637330241043,1.0858170986175537
0.862331473862171,0.01562356948852539,0.9041975404967434,0.38060903549194336,0.8929258302874707,1.21293306350708
0.8746342998158885,0.01734614372253418,0.9229186040544844,0.37928056716918945,0.9391937414342898,1.2907347679138184
0.8368475081640723,0.01541447639465332,0.9022619171550453,0.46636414527893066,0.9220379223808077,1.3686237335205078
0.8154111119177783,0.02035212516784668,0.8992367805181062,0.3931427001953125,0.8887646178505305,1.3328800201416016
0.8237716686003399,0.015619516372680664,0.8954674691917561,0.35979175567626953,0.8994829467071943,1.1427028179168701
0.8543384279195525,0.0156557559967041,0.9032675486457321,0.4240989685058594,0.9204774385347214,1.2320466041564941
0.8737242100439864,0.016617298126220703,0.9240919581650712,0.46654391288757324,0.9250481076231439,1.2829713821411133
0.8440373417390886,0.01562356948852539,0.9030361479266756,0.3779153823852539,0.8990964914488305,1.0775940418243408
0.8538154224895692,0.015620708465576172,0.9046479763256761,0.35737061500549316,0.9327149607955519,1.0154321193695068
0.8638168944734027,0.015621185302734375,0.9092917953760001,0.3747694492340088,0.9335519342861938,0.9997665882110596
0.8883547576610686,0.01565408706665039,0.9211167999299695,0.3453395366668701,0.9307881012973608,1.0155937671661377
0.883518546130483,0.015622854232788086,0.9240937300754796,0.354628324508667,0.9383110221447915,1.0726895332336426
